Breakdown by Connector,Vsessionid,Party Consolidated Connector,Race Connector,Race x Education Connector,Voters Gender,Econ Score,Q Age,Social Score,Weights Lv
Social + Econ Conservative,1750014329_684f19792b01d4.10192070,Democrat,White Non-College,White Non-College,F,56.521739130,60,53.191489362,0.887930062
Social + Econ Conservative,1750014054_684f18660f1f25.12361145,Republican,White Non-College,White Non-College,F,77.717391304,69,70.744680851,0.861337798
Social + Econ Conservative,1750014001_684f1831368143.58668504,Republican,White Non-College,White Non-College,M,72.826086957,72,64.893617021,2.356096485
Social + Econ Conservative,1750013008_684f1450f0b1e4.10106608,Republican,White Non-College,White Non-College,F,51.086956522,50,62.234042553,0.774607166
Social + Econ Conservative,1750012809_684f13891e6ce1.55356962,Republican,White Non-College,White Non-College,F,70.108695652,36,66.489361702,1.131796792
Social + Econ Conservative,1750011178_684f0d2acd0994.72327686,Republican,White Non-College,White Non-College,F,55.978260870,86,51.595744681,0.469411020
Social + Econ Conservative,1750010863_684f0bef5ed164.58913229,Democrat,Hispanic,Non-White Non-College,F,53.260869565,51,73.404255319,0.320779639
Social + Econ Conservative,1750010697_684f0b49d95615.14371938,Republican,White Non-College,White Non-College,F,57.065217391,72,76.063829787,0.650236924
Social + Econ Conservative,1750010477_684f0a6da14853.25447518,Independent,Black,Non-White Non-College,F,71.195652174,69,52.659574468,0.567768638
Social + Econ Conservative,1750010400_684f0a202d7704.95459152,Republican,White Non-College,White Non-College,M,65.760869565,55,85.106382979,0.602071619
Social + Econ Conservative,1750010380_684f0a0cb81d38.22222920,Democrat,Black,Non-White Non-College,M,52.173913043,46,72.872340426,2.311982498
Social + Econ Conservative,1750009674_684f074a1cbfd9.03297416,Republican,White College,White College,M,70.652173913,61,96.808510638,3.194658540
Social + Econ Conservative,1750009459_684f0673a5e809.20845494,Republican,White Non-College,White Non-College,M,59.782608696,70,59.042553191,0.843010707
Social + Econ Conservative,1750008650_684f034a4de524.27909181,Independent,White Non-College,White Non-College,F,51.630434783,45,57.978723404,2.161647456
Social + Econ Conservative,1750008375_684f02374eee71.43469677,Republican,Hispanic,Non-White Non-College,M,70.652173913,37,85.106382979,2.024076277
Social + Econ Conservative,1750008230_684f01a656b0a3.81021829,Republican,Black,Non-White Non-College,M,54.347826087,47,91.489361702,0.884730915
Social + Econ Conservative,1750008209_684f01915fd6d9.48487934,Republican,White College,White College,M,65.760869565,74,71.276595745,1.110376533
Social + Econ Conservative,1750008065_684f01015b97c6.47562904,Republican,White College,White College,F,58.695652174,69,54.787234043,0.666627784
Social + Econ Conservative,1750007989_684f00b52326f6.46470866,Republican,White Non-College,White Non-College,F,83.695652174,65,63.829787234,1.012162367
Social + Econ Conservative,1750007742_684effbecb02b5.11994635,Republican,White Non-College,White Non-College,F,56.521739130,67,55.319148936,0.594883123
Social + Econ Conservative,1750007716_684effa4819a19.25079265,Democrat,White Non-College,White Non-College,F,58.152173913,76,54.255319149,0.661607878
Social + Econ Conservative,1750007713_684effa14321d1.48316735,Republican,White Non-College,White Non-College,F,72.826086957,69,64.893617021,1.249811843
Social + Econ Conservative,1750007250_684efdd235d571.23776898,Democrat,White Non-College,White Non-College,F,56.521739130,57,55.319148936,0.556189391
Social + Econ Conservative,1750007140_684efd646fd2e8.50084492,Republican,White Non-College,White Non-College,F,72.826086957,64,60.638297872,1.021130585
Social + Econ Conservative,1750006843_684efc3b0c1a64.82958205,Republican,White Non-College,White Non-College,F,73.369565217,69,85.106382979,0.760857266
Social + Econ Conservative,1750006756_684efbe4cb0f17.18239401,Republican,White Non-College,White Non-College,F,83.152173913,62,68.085106383,0.617646892
Social + Econ Conservative,1750006512_684efaf0c35878.88907721,Republican,White College,White College,F,54.347826087,63,64.893617021,0.530133293
Social + Econ Conservative,1750006407_684efa874cf1f3.39623976,Independent,White College,White College,F,60.869565217,65,68.085106383,0.370388023
Social + Econ Conservative,1750006238_684ef9de1a3ed6.76236935,Republican,White College,White College,F,51.543478261,58,51.063829787,0.952396977
Social + Econ Conservative,1750006182_684ef9a6d316e9.55694189,Republican,Hispanic,Non-White College,M,79.347826087,77,72.872340426,0.618270083
Social + Econ Conservative,1750006164_684ef994eaec44.81171689,Republican,White College,White College,M,100,51,55.319148936,1.288994077
Social + Econ Conservative,1750006114_684ef962214432.05254221,Republican,White Non-College,White Non-College,M,61.413043478,62,89.893617021,0.504331121
Social + Econ Conservative,1750005720_684ef7d8b5ea44.28107417,Republican,White Non-College,White Non-College,F,71.739130435,71,70.212765957,0.247720098
Social + Econ Conservative,1750005503_684ef6ff1520e7.11478912,Republican,White College,White College,F,86.956521739,56,73.936170213,2.041027006
Social + Econ Conservative,1750005390_684ef68ea28bc0.49143976,Republican,White Non-College,White Non-College,F,54.891304348,59,88.829787234,1.450408472
Social + Econ Conservative,1750005137_684ef591653555.89637183,Republican,White Non-College,White Non-College,M,59.782608696,51,67.021276596,0.210080605
Social + Econ Conservative,1750004710_684ef3e6669658.73763120,Republican,White Non-College,White Non-College,F,71.195652174,64,75.531914894,0.537664859
Social + Econ Conservative,1750004473_684ef2f9bd5550.99822820,Republican,White Non-College,White Non-College,F,82.608695652,57,67.553191489,0.275720167
Social + Econ Conservative,1750004294_684ef24631a272.45026206,Republican,White Non-College,White Non-College,M,52.717391304,25,81.914893617,0.568098722
Social + Econ Conservative,1750004115_684ef1931eedb8.65532361,Democrat,Black,Non-White Non-College,M,66.304347826,63,65.425531915,0.873136837
Social + Econ Conservative,1750004051_684ef15359df53.37189446,Republican,White Non-College,White Non-College,M,51.630434783,54,60.638297872,1.058937491
Social + Econ Conservative,1750003937_684ef0e1397fa3.79055460,Independent,White College,White College,F,54.891304348,46,72.340425532,4.131930962
Social + Econ Conservative,1750003737_684ef0199d0d75.96428850,Republican,White Non-College,White Non-College,F,52.717391304,38,88.829787234,2.137388105
Social + Econ Conservative,1750002991_684eed2f9c9ae4.64900668,Independent,White Non-College,White Non-College,F,51,55,51,0.418351848
Social + Econ Conservative,1750002011_684ee95b1ab488.37351754,Republican,White Non-College,White Non-College,F,57.608695652,58,83.510638298,0.690688681
Social + Econ Conservative,1750001813_684ee8954591a6.02238133,Democrat,White Non-College,White Non-College,F,52.717391304,68,51.595744681,1.162057207
Social + Econ Conservative,1750000949_684ee535bf7e58.57582594,Republican,White College,White College,F,71.195652174,80,85.106382979,0.475177073
Social + Econ Conservative,1749999871_684ee0ffe51936.55910386,Republican,Hispanic,Non-White College,M,51.086956522,42,76.595744681,0.433722523
Social + Econ Conservative,1749999825_684ee0d1626e93.51861954,Republican,White College,White College,F,66.304347826,73,68.085106383,0.570954176
Social + Econ Conservative,1749999135_684ede1f98e620.30953110,Republican,White Non-College,White Non-College,F,70.652173913,55,88.297872340,1.495950548
Social + Econ Conservative,1749998894_684edd2ebe2924.77723651,Republican,White Non-College,White Non-College,F,56.521739130,56,51,0.275720167
Social + Econ Conservative,1749998891_684edd2b7f8541.34613988,Republican,White Non-College,White Non-College,F,61.413043478,84,78.723404255,0.760857266
Social + Econ Conservative,1749998126_684eda2e02b6b6.10042883,Democrat,Black,Non-White Non-College,F,75,57,70.744680851,0.426126024
Social + Econ Conservative,1749998042_684ed9da93ce01.65509687,Republican,White Non-College,White Non-College,F,72.282608696,69,100,0.659557402
Social + Econ Conservative,1749997630_684ed83ec05aa4.10218068,Republican,White College,White College,M,66.304347826,77,52.659574468,0.849354229
Social + Econ Conservative,1749996352_684ed340ef5089.89414826,Democrat,White College,White College,F,90.760869565,78,73.936170213,0.661039514
Social + Econ Conservative,1749993587_684ec8734d8d81.76867996,Republican,White College,White College,F,96.739130435,75,75,0.605914779
Social + Econ Conservative,1749992062_684ec27eaf0e91.74918492,Independent,White Non-College,White Non-College,M,55.434782609,69,64.361702128,2.161145135
Social + Econ Conservative,1749990856_684ebdc8cd3ff6.46160393,Independent,White College,White College,M,57.065217391,70,81.914893617,0.668921998
Social + Econ Conservative,1749989408_684eb82019aae7.67032448,Republican,White College,White College,F,69.565217391,79,88.297872340,0.763760640
Social + Econ Conservative,1749988362_684eb40a219892.64255225,Republican,White Non-College,White Non-College,F,51.086956522,41,55.319148936,1.351141538
Social + Econ Conservative,1749987864_684eb2189f8796.39452475,Republican,White College,White College,M,75.543478261,36,61.702127660,0.738251653
Social + Econ Conservative,1749983150_684e9fae8d5107.35065830,Republican,White Non-College,White Non-College,M,51,69,56.382978723,1.123136039
Social + Econ Conservative,1749980823_684e9697b1b3a9.55958455,Republican,Asian,Non-White Non-College,M,61.956521739,75,63.297872340,1.258530087
Social + Econ Conservative,1749978792_684e8ea8e862b0.17203062,Republican,White Non-College,White Non-College,M,69.565217391,77,68.085106383,0.433131131
Social + Econ Conservative,1749971591_684e7287baeb61.81770305,Republican,White Non-College,White Non-College,F,96.739130435,69,73.404255319,0.813031721
Social + Econ Conservative,1749969472_684e6a40bc2af7.84175519,Republican,White Non-College,White Non-College,M,71.739130435,34,73.404255319,1.596014344
Social + Econ Conservative,1749968962_684e68421252e9.90539385,Republican,White College,White College,M,83.695652174,31,70.744680851,2.750774406
Social + Econ Conservative,1749964565_684e571597d707.21446866,Republican,White College,White College,M,90.217391304,78,54.255319149,0.828089633
Social + Econ Conservative,1749959961_684e4519b58df5.97913665,Republican,White College,White College,F,75.543478261,69,65.957446809,0.960961096
Social + Econ Conservative,1749955019_684e31cb729965.83236489,Republican,White College,White College,F,66.847826087,68,75.531914894,0.420830716
Social + Econ Conservative,1749953861_684e2d45c75601.95275355,Republican,Black,Non-White Non-College,M,61.413043478,49,53.723404255,0.920697187
Social + Econ Conservative,1749951017_684e2229e3fc88.75754187,Republican,White Non-College,White Non-College,F,80.434782609,50,57.978723404,0.601571052
Social + Econ Conservative,1749950639_684e20af24d2d6.67516036,Democrat,White Non-College,White Non-College,F,54.347826087,76,77.659574468,0.813789040
Social + Econ Conservative,1749948983_684e1a37aa7c68.97261256,Republican,White College,White College,F,78.804347826,55,55.851063830,2.859338273
Social + Econ Conservative,1749948734_684e193e8fd1c2.72105072,Republican,White College,White College,M,84.239130435,69,63.829787234,0.688478990
Social + Econ Conservative,1749948494_684e184edaddb4.99053678,Independent,White Non-College,White Non-College,F,67.391304348,47,70.212765957,2.307124501
Social + Econ Conservative,1749948350_684e17be6844d4.35559403,Republican,White College,White College,M,68.478260870,71,69.148936170,0.611507492
Social + Econ Conservative,1749946003_684e0e937afc82.74316645,Republican,White College,White College,F,72.282608696,54,64.893617021,1.990546731
Social + Econ Conservative,1749945040_684e0ad006a4e5.04059345,Republican,White Non-College,White Non-College,M,75,58,60.638297872,1.528342334
Social + Econ Conservative,1749943205_684e03a5d3cee6.76974389,Republican,White Non-College,White Non-College,F,66.304347826,65,76.595744681,0.594883123
Social + Econ Conservative,1749936774_684dea861acff5.08583432,Independent,White College,White College,M,55.434782609,39,61.170212766,2.836126292
Social + Econ Conservative,1749936431_684de92f85f161.01785013,Democrat,Black,Non-White College,M,59.782608696,33,52.127659574,1.011578822
Social + Econ Conservative,1749936163_684de823733da4.14888004,Republican,White College,White College,M,56.521739130,40,61.702127660,1.452028999
Social + Econ Conservative,1749935988_684de774927273.26612910,Republican,White Non-College,White Non-College,M,87.5,65,72.340425532,0.583090259
Social + Econ Conservative,1749933606_684dde267a82a5.48166063,Republican,White College,White College,M,53.804347826,42,76.595744681,0.770804970
Social + Econ Conservative,1749933558_684dddf6619c33.81347089,Republican,White College,White College,M,51.086956522,47,72.340425532,0.585677716
Social + Econ Conservative,1749932586_684dda2a8666a0.01945393,Republican,White College,White College,F,72.282608696,57,78.723404255,2.268400892
Social + Econ Conservative,1749931630_684dd66e715e16.16590814,Republican,White College,White College,M,51.630434783,40,65.957446809,0.955443284
Social + Econ Conservative,1749931447_684dd5b79bfc13.73297338,Democrat,White College,White College,F,63.043478261,35,59.574468085,1.034289513
Social + Econ Conservative,1749931066_684dd43a1ae8e0.73081470,Independent,White College,White College,M,54.891304348,24,81.914893617,0.964268885
Social + Econ Conservative,1749930450_684dd1d27aaa33.34813713,Democrat,Black,Non-White Non-College,M,55.978260870,33,54.255319149,0.329034393
Social + Econ Conservative,1749930398_684dd19eb975d8.31673747,Republican,White Non-College,White Non-College,M,66.304347826,44,76.063829787,0.934710566
Social + Econ Conservative,1749930068_684dd054d04d01.21586489,Republican,White College,White College,M,70.652173913,76,94.148936170,1.847709179
Social + Econ Conservative,1749929873_684dcf91b270e9.72998772,Republican,White College,White College,M,73.369565217,84,51.595744681,0.579612530
Social + Econ Conservative,1749927842_684dc7a2e25865.75788925,Democrat,White Non-College,White Non-College,F,65.760869565,53,56.914893617,0.414989636
Social + Econ Conservative,1749923683_684db763d34199.72629277,Independent,White College,White College,M,59.782608696,45,51,1.108622318
Social + Econ Conservative,1749923495_684db6a762f1b4.20976107,Republican,White Non-College,White Non-College,M,74.456521739,74,69.680851064,1.057673177
Social + Econ Conservative,1749921278_684dadfe5ee7a0.98552256,Republican,White Non-College,White Non-College,M,71.195652174,68,75,0.281323067
Social + Econ Conservative,1749919965_684da8dd636696.15036791,Republican,White Non-College,White Non-College,M,57.065217391,53,63.297872340,0.602071619
Social + Econ Conservative,1749918888_684da4a8b2fc04.77281054,Republican,White Non-College,White Non-College,M,67.934782609,73,92.553191489,0.364087549
Social + Econ Conservative,1749918372_684da2a42d88c6.78569876,Independent,White College,White College,M,55.434782609,82,78.191489362,0.422856427
Social + Econ Conservative,1749917154_684d9de2a92de0.14172424,Republican,White College,White College,F,54.891304348,80,81.914893617,0.747311425
Social + Econ Conservative,1749916849_684d9cb13a7ce9.76779062,Republican,White Non-College,White Non-College,M,91.304347826,59,62.765957447,2.711586604
Social + Econ Conservative,1749916545_684d9b810250e6.26561291,Democrat,Hispanic,Non-White Non-College,F,60.326086957,34,52.127659574,0.394370706
Social + Econ Conservative,1749915234_684d96620b28c0.83364743,Republican,White Non-College,White Non-College,F,78.804347826,71,51.595744681,0.767351631
Social + Econ Conservative,1749912539_684d8bdb707020.96479913,Republican,Black,Non-White Non-College,M,100,31,53.723404255,0.877809978
Social + Econ Conservative,1749912509_684d8bbdc6b4f1.39691280,Democrat,Black,Non-White Non-College,M,58.152173913,24,52.659574468,0.763304791
Social + Econ Conservative,1749911833_684d89191241f3.06613043,Republican,White College,White College,M,57.608695652,68,70.744680851,0.634457474
Social + Econ Conservative,1749911534_684d87ee117871.90036594,Republican,White College,White College,F,78.260869565,75,67.553191489,0.605914779
Social + Econ Conservative,1749911386_684d875a975816.15145296,Republican,White Non-College,White Non-College,M,77.717391304,30,70.212765957,0.568098722
Social + Econ Conservative,1749911030_684d85f64b8075.90564355,Independent,White College,White College,M,60.326086957,66,58.510638298,1.031765446
Social + Econ Conservative,1749910624_684d84604d7837.77526702,Republican,White Non-College,White Non-College,M,73.913043478,29,76.063829787,0.479951704
Social + Econ Conservative,1749909945_684d81b96ff130.21304451,Republican,White Non-College,White Non-College,M,54.891304348,25,58.510638298,1.591503538
Social + Econ Conservative,1749909864_684d81680fd029.95304614,Republican,White College,White College,F,60.326086957,70,55.319148936,0.538483822
Social + Econ Conservative,1749909602_684d8062037610.20334182,Democrat,White College,White College,F,67.934782609,36,61.702127660,1.455410592
Social + Econ Conservative,1749908991_684d7dff980f54.23315144,Republican,White Non-College,White Non-College,F,94.021739130,67,70.744680851,0.681562223
Social + Econ Conservative,1749908186_684d7ada84d8c9.69638160,Democrat,Black,Non-White Non-College,F,52.717391304,34,57.978723404,0.729270075
Social + Econ Conservative,1749905357_684d6fcd9e1524.61927769,Republican,White College,White College,M,79.347826087,80,67.553191489,1.025402810
Social + Econ Conservative,1749904248_684d6b78f0f532.34488109,Republican,White Non-College,White Non-College,M,54.347826087,24,53.191489362,0.347464859
Social + Econ Conservative,1749903183_684d674f142578.63385299,Republican,White College,White College,F,53.260869565,65,60.638297872,0.917773672
Social + Econ Conservative,1749899445_684d58b5906774.00689313,Republican,White Non-College,White Non-College,F,59.782608696,72,69.680851064,1.245345671
Social + Econ Conservative,1749896781_684d4e4d11cfe3.07997830,Republican,White Non-College,White Non-College,F,93.478260870,74,74.468085106,0.935264797
Social + Econ Conservative,1749895688_684d4a08a103d3.00470646,Republican,White Non-College,White Non-College,F,53.260869565,33,67.553191489,0.661012247
Social + Econ Conservative,1749894091_684d43cb6e0e44.34610746,Republican,White Non-College,White Non-College,F,51,34,63.829787234,2.060828127
Social + Econ Conservative,1749888809_684d2f29396141.60336539,Independent,White College,White College,F,52.173913043,74,63.829787234,0.522407473
Social + Econ Conservative,1749888535_684d2e172ee4c8.53579794,Republican,White Non-College,White Non-College,M,75,24,63.297872340,0.685381265
Social + Econ Conservative,1749883987_684d1c533e6ec5.18737715,Independent,White Non-College,White Non-College,F,57.608695652,43,64.893617021,0.512504738
Social + Econ Conservative,1749880998_684d10a6b949e5.72670399,Republican,Hispanic,Non-White Non-College,F,79.891304348,37,57.978723404,1.314422425
Social + Econ Conservative,1749876563_684cff5381f861.51259793,Republican,Asian,Non-White College,M,51.630434783,39,59.042553191,4.017920653
Social + Econ Conservative,1749874731_684cf82b6ca816.91762456,Democrat,Hispanic,Non-White Non-College,M,52.173913043,28,62.234042553,0.431454810
Social + Econ Conservative,1749874642_684cf7d2a6dbd2.58811075,Republican,Hispanic,Non-White College,M,51,30,52.659574468,0.594154168
Social + Econ Conservative,1749872302_684ceeae084158.24515348,Republican,Hispanic,Non-White College,F,70.652173913,23,90.425531915,0.654743960
Social + Econ Conservative,1749871046_684ce9c61aa773.30486269,Republican,White Non-College,White Non-College,F,54.891304348,33,61.170212766,0.570003666
Social + Econ Conservative,1749870949_684ce965b95645.62283860,Democrat,Native and Other,Non-White Non-College,M,63.043478261,31,77.127659574,0.569849763
Social + Econ Conservative,1749870927_684ce94f6e1c75.86383543,Republican,White College,White College,M,52.173913043,33,77.659574468,0.526411073
Social + Econ Conservative,1749868504_684cdfd862f975.01633824,Republican,White College,White College,M,68.478260870,73,64.361702128,0.468245001
Social + Econ Conservative,1749867280_684cdb10d03ed6.83041558,Republican,White Non-College,White Non-College,F,53.260869565,85,88.297872340,0.326694617
Social + Econ Conservative,1749867153_684cda91ba50a8.49803660,Republican,Hispanic,Non-White Non-College,M,85.326086957,28,57.446808511,0.349159447
Social + Econ Conservative,1749866738_684cd8f2e0ad01.48445310,Republican,White College,White College,M,71.739130435,84,70.212765957,0.770810301
Social + Econ Conservative,1749865512_684cd4283a0ca4.51543546,Republican,White Non-College,White Non-College,F,51.630434783,78,67.021276596,0.771570872
Social + Econ Conservative,1749864771_684cd1431cca64.25621418,Republican,White Non-College,White Non-College,F,74.456521739,30,62.234042553,0.420171694
Social + Econ Conservative,1749844908_684c83ac2ae2c1.75403949,Republican,White College,White College,M,70.652173913,75,65.957446809,0.611507492
Social + Econ Conservative,1749844391_684c81a76d8315.74109883,Democrat,Hispanic,Non-White Non-College,F,51,34,51,1.874833779
Social + Econ Conservative,1749843031_684c7c57169c24.60298523,Democrat,White Non-College,White Non-College,M,61.413043478,32,59.042553191,0.681298861
Social + Econ Conservative,1749774407_684b7047b5ac93.41046617,Republican,White College,White College,F,64.673913043,84,76.063829787,0.443453316
Social + Econ Conservative,1749773012_684b6ad4a9bf56.94617704,Republican,White College,White College,F,58.695652174,72,86.702127660,0.610999079
Social + Econ Conservative,1749767749_684b5645dbcf22.12228676,Republican,White Non-College,White Non-College,F,61.413043478,65,84.042553191,1.124918979
